SUCCESS | ID: 0 | Name: Charadrius semipalmatus | URL: https://en.wikipedia.org/wiki/Semipalmated_plover
SUCCESS | ID: 18 | Name: Streptopelia chinensis | URL: https://en.wikipedia.org/wiki/Spotted_dove
SUCCESS | ID: 19 | Name: Limosa fedoa | URL: https://en.wikipedia.org/wiki/Marbled_godwit
SUCCESS | ID: 20 | Name: Anthochaera carunculata | URL: https://en.wikipedia.org/wiki/Red_wattlebird
SUCCESS | ID: 21 | Name: Columba livia | URL: https://en.wikipedia.org/wiki/Rock_dove
SUCCESS | ID: 22 | Name: Phalaropus lobatus | URL: https://en.wikipedia.org/wiki/Red-necked_phalarope
SUCCESS | ID: 23 | Name: Thalasseus sandvicensis | URL: https://en.wikipedia.org/wiki/Sandwich_tern
SUCCESS | ID: 24 | Name: Larus canus | URL: https://en.wikipedia.org/wiki/Common_gull
SUCCESS | ID: 25 | Name: Motacilla cinerea | URL: https://en.wikipedia.org/wiki/Grey_wagtail
SUCCESS | ID: 26 | Name: Aechmophorus occidentalis | URL: https://en.wikipedia.org/wiki/Western_grebe
SUCCESS | ID: 27 | Name: Larus glaucescens | URL: https://en.wikipedia.org/wiki/Glaucous-winged_gull
SUCCESS | ID: 28 | Name: Dendrocopos major | URL: https://en.wikipedia.org/wiki/Great_spotted_woodpecker
SUCCESS | ID: 29 | Name: Rissa tridactyla | URL: https://en.wikipedia.org/wiki/Black-legged_kittiwake
SUCCESS | ID: 30 | Name: Molothrus aeneus | URL: https://en.wikipedia.org/wiki/Bronzed_cowbird
SUCCESS | ID: 31 | Name: Entomyzon cyanotis | URL: https://en.wikipedia.org/wiki/Blue-faced_honeyeater
SUCCESS | ID: 32 | Name: Alopochen aegyptiaca | URL: https://en.wikipedia.org/wiki/Egyptian_goose
SUCCESS | ID: 33 | Name: Lonchura punctulata | URL: https://en.wikipedia.org/wiki/Scaly-breasted_munia
SUCCESS | ID: 34 | Name: Anas platyrhynchos | URL: https://en.wikipedia.org/wiki/Mallard
SUCCESS | ID: 35 | Name: Aythya australis | URL: https://en.wikipedia.org/wiki/Hardhead
SUCCESS | ID: 36 | Name: Dicrurus macrocercus | URL: https://en.wikipedia.org/wiki/Black_drongo
SUCCESS | ID: 37 | Name: Anser albifrons | URL: https://en.wikipedia.org/wiki/Greater_white-fronted_goose
SUCCESS | ID: 38 | Name: Buteo regalis | URL: https://en.wikipedia.org/wiki/Ferruginous_hawk
SUCCESS | ID: 39 | Name: Haliaeetus leucocephalus | URL: https://en.wikipedia.org/wiki/Bald_eagle
SUCCESS | ID: 40 | Name: Morus bassanus | URL: https://en.wikipedia.org/wiki/Northern_gannet
SUCCESS | ID: 41 | Name: Certhia familiaris | URL: https://en.wikipedia.org/wiki/Eurasian_treecreeper
SUCCESS | ID: 42 | Name: Rostrhamus sociabilis | URL: https://en.wikipedia.org/wiki/Snail_kite
SUCCESS | ID: 43 | Name: Cracticus torquatus | URL: https://en.wikipedia.org/wiki/Grey_butcherbird
SUCCESS | ID: 44 | Name: Passerina amoena | URL: https://en.wikipedia.org/wiki/Lazuli_bunting
SUCCESS | ID: 45 | Name: Aythya fuligula | URL: https://en.wikipedia.org/wiki/Tufted_duck
SUCCESS | ID: 46 | Name: Chondestes grammacus | URL: https://en.wikipedia.org/wiki/Lark_sparrow
SUCCESS | ID: 47 | Name: Fulica atra | URL: https://en.wikipedia.org/wiki/Eurasian_coot
SUCCESS | ID: 48 | Name: Mergus merganser | URL: https://en.wikipedia.org/wiki/Common_merganser
SUCCESS | ID: 49 | Name: Egretta thula | URL: https://en.wikipedia.org/wiki/Snowy_egret
SUCCESS | ID: 50 | Name: Pyrrhula pyrrhula | URL: https://en.wikipedia.org/wiki/Eurasian_bullfinch
SUCCESS | ID: 51 | Name: Aquila chrysaetos | URL: https://en.wikipedia.org/wiki/Golden_eagle
SUCCESS | ID: 52 | Name: Setophaga townsendi | URL: https://en.wikipedia.org/wiki/Townsend%27s_warbler
SUCCESS | ID: 53 | Name: Cygnus atratus | URL: https://en.wikipedia.org/wiki/Black_swan
SUCCESS | ID: 54 | Name: Cygnus buccinator | URL: https://en.wikipedia.org/wiki/Trumpeter_swan
SUCCESS | ID: 55 | Name: Branta canadensis | URL: https://en.wikipedia.org/wiki/Canada_goose
SUCCESS | ID: 56 | Name: Circus hudsonius | URL: https://en.wikipedia.org/wiki/Northern_harrier
SUCCESS | ID: 57 | Name: Anhinga anhinga | URL: https://en.wikipedia.org/wiki/Anhinga
SUCCESS | ID: 58 | Name: Buteo jamaicensis | URL: https://en.wikipedia.org/wiki/Red-tailed_hawk
SUCCESS | ID: 59 | Name: Pica pica | URL: https://en.wikipedia.org/wiki/Eurasian_magpie
SUCCESS | ID: 60 | Name: Corvus frugilegus | URL: https://en.wikipedia.org/wiki/Rook_(bird)
SUCCESS | ID: 61 | Name: Bonasa umbellus | URL: https://en.wikipedia.org/wiki/Ruffed_grouse
SUCCESS | ID: 62 | Name: Myiozetetes similis | URL: https://en.wikipedia.org/wiki/Social_flycatcher
SUCCESS | ID: 63 | Name: Progne subis | URL: https://en.wikipedia.org/wiki/Purple_martin
SUCCESS | ID: 64 | Name: Megaceryle alcyon | URL: https://en.wikipedia.org/wiki/Belted_kingfisher
SUCCESS | ID: 65 | Name: Molothrus ater | URL: https://en.wikipedia.org/wiki/Brown-headed_cowbird
SUCCESS | ID: 66 | Name: Piranga rubra | URL: https://en.wikipedia.org/wiki/Summer_tanager
SUCCESS | ID: 67 | Name: Vanellus chilensis | URL: https://en.wikipedia.org/wiki/Southern_lapwing
SUCCESS | ID: 68 | Name: Cygnus olor | URL: https://en.wikipedia.org/wiki/Mute_swan
SUCCESS | ID: 69 | Name: Passerculus sandwichensis | URL: https://en.wikipedia.org/wiki/Savannah_sparrow
SUCCESS | ID: 70 | Name: Chroicocephalus philadelphia | URL: https://en.wikipedia.org/wiki/Bonaparte%27s_gull
SUCCESS | ID: 71 | Name: Setophaga palmarum | URL: https://en.wikipedia.org/wiki/Palm_warbler
SUCCESS | ID: 72 | Name: Himantopus himantopus | URL: https://en.wikipedia.org/wiki/Black-winged_stilt
SUCCESS | ID: 73 | Name: Setophaga occidentalis | URL: https://en.wikipedia.org/wiki/Hermit_warbler
SUCCESS | ID: 74 | Name: Buteo lineatus | URL: https://en.wikipedia.org/wiki/Red-shouldered_hawk
SUCCESS | ID: 75 | Name: Zonotrichia leucophrys | URL: https://en.wikipedia.org/wiki/White-crowned_sparrow
SUCCESS | ID: 76 | Name: Saltator coerulescens | URL: https://en.wikipedia.org/wiki/Bluish-grey_saltator
SUCCESS | ID: 77 | Name: Tyrannus vociferans | URL: https://en.wikipedia.org/wiki/Cassin%27s_kingbird
SUCCESS | ID: 78 | Name: Junco hyemalis | URL: https://en.wikipedia.org/wiki/Dark-eyed_junco
SUCCESS | ID: 79 | Name: Pitangus sulphuratus | URL: https://en.wikipedia.org/wiki/Great_kiskadee
SUCCESS | ID: 80 | Name: Sylvia communis | URL: https://en.wikipedia.org/wiki/Common_whitethroat
SUCCESS | ID: 81 | Name: Melanerpes erythrocephalus | URL: https://en.wikipedia.org/wiki/Red-headed_woodpecker
SUCCESS | ID: 82 | Name: Rhipidura leucophrys | URL: https://en.wikipedia.org/wiki/Willie_wagtail
SUCCESS | ID: 83 | Name: Quiscalus major | URL: https://en.wikipedia.org/wiki/Boat-tailed_grackle
SUCCESS | ID: 84 | Name: Sphyrapicus varius | URL: https://en.wikipedia.org/wiki/Yellow-bellied_sapsucker
SUCCESS | ID: 85 | Name: Sitta europaea | URL: https://en.wikipedia.org/wiki/Eurasian_nuthatch
SUCCESS | ID: 86 | Name: Cyanocorax yncas | URL: https://en.wikipedia.org/wiki/Inca_jay
SUCCESS | ID: 87 | Name: Corvus brachyrhynchos | URL: https://en.wikipedia.org/wiki/American_crow
SUCCESS | ID: 88 | Name: Sitta canadensis | URL: https://en.wikipedia.org/wiki/Red-breasted_nuthatch
SUCCESS | ID: 89 | Name: Cyanistes caeruleus | URL: https://en.wikipedia.org/wiki/Eurasian_blue_tit
SUCCESS | ID: 90 | Name: Colaptes auratus | URL: https://en.wikipedia.org/wiki/Northern_flicker
SUCCESS | ID: 91 | Name: Baeolophus inornatus | URL: https://en.wikipedia.org/wiki/Oak_titmouse
SUCCESS | ID: 92 | Name: Erithacus rubecula | URL: https://en.wikipedia.org/wiki/European_robin
SUCCESS | ID: 93 | Name: Poecile carolinensis | URL: https://en.wikipedia.org/wiki/Carolina_chickadee
SUCCESS | ID: 94 | Name: Passer domesticus | URL: https://en.wikipedia.org/wiki/House_sparrow
SUCCESS | ID: 95 | Name: Sphecotheres vieilloti | URL: https://en.wikipedia.org/wiki/Australasian_figbird
SUCCESS | ID: 96 | Name: Mniotilta varia | URL: https://en.wikipedia.org/wiki/Black-and-white_warbler
SUCCESS | ID: 97 | Name: Dryocopus pileatus | URL: https://en.wikipedia.org/wiki/Pileated_woodpecker
SUCCESS | ID: 98 | Name: Prunella modularis | URL: https://en.wikipedia.org/wiki/Dunnock
SUCCESS | ID: 99 | Name: Megarynchus pitangua | URL: https://en.wikipedia.org/wiki/Boat-billed_flycatcher
SUCCESS | ID: 100 | Name: Melospiza georgiana | URL: https://en.wikipedia.org/wiki/Swamp_sparrow
SUCCESS | ID: 101 | Name: Agelaius phoeniceus | URL: https://en.wikipedia.org/wiki/Red-winged_blackbird
SUCCESS | ID: 102 | Name: Lanius cristatus | URL: https://en.wikipedia.org/wiki/Brown_shrike
SUCCESS | ID: 103 | Name: Catharus ustulatus | URL: https://en.wikipedia.org/wiki/Swainson%27s_thrush
SUCCESS | ID: 104 | Name: Ammodramus savannarum | URL: https://en.wikipedia.org/wiki/Grasshopper_sparrow
SUCCESS | ID: 105 | Name: Thryothorus ludovicianus | URL: https://en.wikipedia.org/wiki/Carolina_wren
SUCCESS | ID: 106 | Name: Troglodytes aedon | URL: https://en.wikipedia.org/wiki/Northern_house_wren
SUCCESS | ID: 107 | Name: Setophaga caerulescens | URL: https://en.wikipedia.org/wiki/Black-throated_blue_warbler
SUCCESS | ID: 108 | Name: Neochmia temporalis | URL: https://en.wikipedia.org/wiki/Red-browed_finch
SUCCESS | ID: 109 | Name: Setophaga citrina | URL: https://en.wikipedia.org/wiki/Hooded_warbler
SUCCESS | ID: 110 | Name: Myiodynastes luteiventris | URL: https://en.wikipedia.org/wiki/Sulphur-bellied_flycatcher
SUCCESS | ID: 111 | Name: Setophaga discolor | URL: https://en.wikipedia.org/wiki/Prairie_warbler
SUCCESS | ID: 112 | Name: Pipilo erythrophthalmus | URL: https://en.wikipedia.org/wiki/Eastern_towhee
SUCCESS | ID: 113 | Name: Pica nuttalli | URL: https://en.wikipedia.org/wiki/Yellow-billed_magpie
SUCCESS | ID: 114 | Name: Toxostoma longirostre | URL: https://en.wikipedia.org/wiki/Long-billed_thrasher
SUCCESS | ID: 115 | Name: Ardea melanocephala | URL: https://en.wikipedia.org/wiki/Black-headed_heron
SUCCESS | ID: 116 | Name: Microcarbo africanus | URL: https://en.wikipedia.org/wiki/Reed_cormorant
SUCCESS | ID: 117 | Name: Charadrius wilsonia | URL: https://en.wikipedia.org/wiki/Wilson%27s_plover
SUCCESS | ID: 118 | Name: Spizella breweri | URL: https://en.wikipedia.org/wiki/Brewer%27s_sparrow
SUCCESS | ID: 119 | Name: Patagioenas flavirostris | URL: https://en.wikipedia.org/wiki/Red-billed_pigeon
SUCCESS | ID: 120 | Name: Chlidonias hybrida | URL: https://en.wikipedia.org/wiki/Whiskered_tern
SUCCESS | ID: 121 | Name: Sterna paradisaea | URL: https://en.wikipedia.org/wiki/Arctic_tern
SUCCESS | ID: 122 | Name: Calidris virgata | URL: https://en.wikipedia.org/wiki/Surfbird
SUCCESS | ID: 123 | Name: Acridotheres cristatellus | URL: https://en.wikipedia.org/wiki/Crested_myna
SUCCESS | ID: 124 | Name: Tigrisoma lineatum | URL: https://en.wikipedia.org/wiki/Rufescent_tiger_heron
SUCCESS | ID: 125 | Name: Ciconia nigra | URL: https://en.wikipedia.org/wiki/Black_stork
SUCCESS | ID: 126 | Name: Oriolus chinensis | URL: https://en.wikipedia.org/wiki/Black-naped_oriole
SUCCESS | ID: 127 | Name: Chloroceryle amazona | URL: https://en.wikipedia.org/wiki/Amazon_kingfisher
SUCCESS | ID: 128 | Name: Sylvia curruca | URL: https://en.wikipedia.org/wiki/Lesser_whitethroat
SUCCESS | ID: 129 | Name: Pernis ptilorhynchus | URL: https://en.wikipedia.org/wiki/Crested_honey_buzzard
SUCCESS | ID: 130 | Name: Charadrius alexandrinus | URL: https://en.wikipedia.org/wiki/Kentish_plover
SUCCESS | ID: 131 | Name: Certhia brachydactyla | URL: https://en.wikipedia.org/wiki/Short-toed_treecreeper
SUCCESS | ID: 132 | Name: Myiodynastes maculatus | URL: https://en.wikipedia.org/wiki/Streaked_flycatcher
SUCCESS | ID: 133 | Name: Larus pacificus | URL: https://en.wikipedia.org/wiki/Pacific_gull
SUCCESS | ID: 134 | Name: Treron vernans | URL: https://en.wikipedia.org/wiki/Pink-necked_green_pigeon
SUCCESS | ID: 135 | Name: Urocissa erythroryncha | URL: https://en.wikipedia.org/wiki/Red-billed_blue_magpie
SUCCESS | ID: 136 | Name: Microcarbo pygmeus | URL: https://en.wikipedia.org/wiki/Pygmy_cormorant
SUCCESS | ID: 137 | Name: Elseyornis melanops | URL: https://en.wikipedia.org/wiki/Black-fronted_dotterel
SUCCESS | ID: 138 | Name: Mycteria leucocephala | URL: https://en.wikipedia.org/wiki/Painted_stork
SUCCESS | ID: 139 | Name: Gerygone igata | URL: https://en.wikipedia.org/wiki/Grey_warbler
SUCCESS | ID: 140 | Name: Fulica cristata | URL: https://en.wikipedia.org/wiki/Red-knobbed_coot
SUCCESS | ID: 141 | Name: Turdus leucomelas | URL: https://en.wikipedia.org/wiki/Pale-breasted_thrush
SUCCESS | ID: 142 | Name: Brotogeris jugularis | URL: https://en.wikipedia.org/wiki/Orange-chinned_parakeet
SUCCESS | ID: 143 | Name: Pycnonotus aurigaster | URL: https://en.wikipedia.org/wiki/Sooty-headed_bulbul
SUCCESS | ID: 144 | Name: Lagonosticta senegala | URL: https://en.wikipedia.org/wiki/Red-billed_firefinch
SUCCESS | ID: 145 | Name: Poecile hudsonicus | URL: https://en.wikipedia.org/wiki/Boreal_chickadee
SUCCESS | ID: 146 | Name: Ploceus velatus | URL: https://en.wikipedia.org/wiki/Southern_masked_weaver
SUCCESS | ID: 147 | Name: Ploceus cucullatus | URL: https://en.wikipedia.org/wiki/Village_weaver
SUCCESS | ID: 148 | Name: Plocepasser mahali | URL: https://en.wikipedia.org/wiki/White-browed_sparrow-weaver
SUCCESS | ID: 149 | Name: Calidris ruficollis | URL: https://en.wikipedia.org/wiki/Red-necked_stint
SUCCESS | ID: 150 | Name: Tringa stagnatilis | URL: https://en.wikipedia.org/wiki/Marsh_sandpiper
SUCCESS | ID: 151 | Name: Empidonax virescens | URL: https://en.wikipedia.org/wiki/Acadian_flycatcher
SUCCESS | ID: 152 | Name: Polemaetus bellicosus | URL: https://en.wikipedia.org/wiki/Martial_eagle
SUCCESS | ID: 153 | Name: Lamprotornis superbus | URL: https://en.wikipedia.org/wiki/Superb_starling
SUCCESS | ID: 154 | Name: Jynx torquilla | URL: https://en.wikipedia.org/wiki/Eurasian_wryneck
SUCCESS | ID: 155 | Name: Buteo rufinus | URL: https://en.wikipedia.org/wiki/Long-legged_buzzard
SUCCESS | ID: 156 | Name: Cecropis daurica | URL: https://en.wikipedia.org/wiki/Eastern_red-rumped_swallow
SUCCESS | ID: 157 | Name: Anser fabalis | URL: https://en.wikipedia.org/wiki/Taiga_bean_goose
SUCCESS | ID: 158 | Name: Coscoroba coscoroba | URL: https://en.wikipedia.org/wiki/Coscoroba_swan
SUCCESS | ID: 159 | Name: Anthus petrosus | URL: https://en.wikipedia.org/wiki/European_rock_pipit
SUCCESS | ID: 160 | Name: Torgos tracheliotos | URL: https://en.wikipedia.org/wiki/Lappet-faced_vulture
SUCCESS | ID: 161 | Name: Lamprotornis nitens | URL: https://en.wikipedia.org/wiki/Cape_starling
SUCCESS | ID: 162 | Name: Habia fuscicauda | URL: https://en.wikipedia.org/wiki/Red-throated_ant_tanager
SUCCESS | ID: 163 | Name: Calonectris diomedea | URL: https://en.wikipedia.org/wiki/Scopoli%27s_shearwater
SUCCESS | ID: 164 | Name: Vanellus senegallus | URL: https://en.wikipedia.org/wiki/African_wattled_lapwing
SUCCESS | ID: 165 | Name: Polioptila californica | URL: https://en.wikipedia.org/wiki/California_gnatcatcher
SUCCESS | ID: 166 | Name: Cinnyris asiaticus | URL: https://en.wikipedia.org/wiki/Purple_sunbird
SUCCESS | ID: 167 | Name: Saltator aurantiirostris | URL: https://en.wikipedia.org/wiki/Golden-billed_saltator
SUCCESS | ID: 168 | Name: Burhinus vermiculatus | URL: https://en.wikipedia.org/wiki/Water_thick-knee
SUCCESS | ID: 169 | Name: Charadrius collaris | URL: https://en.wikipedia.org/wiki/Collared_plover
SUCCESS | ID: 170 | Name: Cyanocorax beecheii | URL: https://en.wikipedia.org/wiki/Purplish-backed_jay
SUCCESS | ID: 171 | Name: Myiozetetes cayanensis | URL: https://en.wikipedia.org/wiki/Rusty-margined_flycatcher
SUCCESS | ID: 172 | Name: Dicrurus leucophaeus | URL: https://en.wikipedia.org/wiki/Ashy_drongo
SUCCESS | ID: 173 | Name: Phoeniculus purpureus | URL: https://en.wikipedia.org/wiki/Green_wood_hoopoe
SUCCESS | ID: 174 | Name: Colaptes chrysoides | URL: https://en.wikipedia.org/wiki/Gilded_flicker
SUCCESS | ID: 175 | Name: Lophaetus occipitalis | URL: https://en.wikipedia.org/wiki/Long-crested_eagle
SUCCESS | ID: 176 | Name: Ixobrychus minutus | URL: https://en.wikipedia.org/wiki/Little_bittern
SUCCESS | ID: 177 | Name: Ardea goliath | URL: https://en.wikipedia.org/wiki/Goliath_heron
SUCCESS | ID: 178 | Name: Stercorarius longicaudus | URL: https://en.wikipedia.org/wiki/Long-tailed_jaeger
SUCCESS | ID: 179 | Name: Aethopyga siparaja | URL: https://en.wikipedia.org/wiki/Crimson_sunbird
SUCCESS | ID: 180 | Name: Prinia subflava | URL: https://en.wikipedia.org/wiki/Tawny-flanked_prinia
SUCCESS | ID: 181 | Name: Fluvicola nengeta | URL: https://en.wikipedia.org/wiki/Masked_water_tyrant
SUCCESS | ID: 182 | Name: Lophoceros alboterminatus | URL: https://en.wikipedia.org/wiki/Crowned_hornbill
SUCCESS | ID: 183 | Name: Vireo atricapilla | URL: https://en.wikipedia.org/wiki/Black-capped_vireo
SUCCESS | ID: 184 | Name: Halcyon senegalensis | URL: https://en.wikipedia.org/wiki/Woodland_kingfisher
SUCCESS | ID: 185 | Name: Stelgidopteryx ruficollis | URL: https://en.wikipedia.org/wiki/Southern_rough-winged_swallow
SUCCESS | ID: 186 | Name: Ortalis cinereiceps | URL: https://en.wikipedia.org/wiki/Grey-headed_chachalaca
SUCCESS | ID: 187 | Name: Forpus conspicillatus | URL: https://en.wikipedia.org/wiki/Spectacled_parrotlet
SUCCESS | ID: 188 | Name: Trogon rufus | URL: https://en.wikipedia.org/wiki/Amazonian_black-throated_trogon
SUCCESS | ID: 189 | Name: Anthracothorax nigricollis | URL: https://en.wikipedia.org/wiki/Black-throated_mango
SUCCESS | ID: 190 | Name: Rhipidura javanica | URL: https://en.wikipedia.org/wiki/Malaysian_pied_fantail
SUCCESS | ID: 191 | Name: Dendrocopos syriacus | URL: https://en.wikipedia.org/wiki/Syrian_woodpecker
SUCCESS | ID: 192 | Name: Eucometis penicillata | URL: https://en.wikipedia.org/wiki/Grey-headed_tanager
SUCCESS | ID: 193 | Name: Poecile sclateri | URL: https://en.wikipedia.org/wiki/Mexican_chickadee
SUCCESS | ID: 194 | Name: Emberiza rustica | URL: https://en.wikipedia.org/wiki/Rustic_bunting
SUCCESS | ID: 195 | Name: Colaptes punctigula | URL: https://en.wikipedia.org/wiki/Spot-breasted_woodpecker
SUCCESS | ID: 196 | Name: Ocreatus underwoodii | URL: https://en.wikipedia.org/wiki/White-booted_racket-tail
SUCCESS | ID: 197 | Name: Prionops plumatus | URL: https://en.wikipedia.org/wiki/White-crested_helmetshrike
SUCCESS | ID: 198 | Name: Antrostomus vociferus | URL: https://en.wikipedia.org/wiki/Eastern_whip-poor-will
SUCCESS | ID: 199 | Name: Spheniscus magellanicus | URL: https://en.wikipedia.org/wiki/Magellanic_penguin
